"FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"301111","Identification of launch site and instrumentation for P, T, U and wind measurements","Identification of launch site and instrumentation for P, T, U and wind measurements",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"301113","Date/time of launch","Date/time of launch",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"301114","Horizontal and vertical coordinates of launch site","Horizontal and vertical coordinates of launch site",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"302049","Cloud information reported with vertical soundings","Cloud information reported with vertical soundings",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"022043","Sea/water temperature","Sea water temperature",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"031002","Extended delayed descriptor replication factor","Extended delayed descriptor replication factor",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"303054","Temperature, dew-point and wind data at a pressure level with radiosonde position","Temperature, dew-point and wind data at a pressure level",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"031001","Delayed descriptor replication factor","Delayed descriptor replication factor",,"Operational"
"309052","(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",,"303051","Wind shear data at a pressure level with radiosonde position","Wind shear data at a pressure level",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"301112","Identification of launch point and instrumentation of dropsonde","Identification of launch point and instrumentation of dropsonde",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"301113","Date/time of launch","Date/time of launch",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"301114","Horizontal and vertical coordinates of launch site","Horizontal and vertical coordinates of launch site",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"031002","Extended delayed descriptor replication factor","Extended delayed descriptor replication factor",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"303054","Temperature, dew-point and wind data at a pressure level with radiosonde position","Temperature, dew-point and wind data at a pressure level",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"031001","Delayed descriptor replication factor","Delayed descriptor replication factor",,"Operational"
"309053","(Sequence for representation of TEMP DROP observation type data)",,"303051","Wind shear data at a pressure level with radiosonde position","Wind shear data at a pressure level",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"301001","WMO block and station numbers","Identification of launch site",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"001011","Ship or mobile land station identifier","Ship's call sign",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"301011","Year, month, day","Date",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"301012","Hour, minute","Time",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"301021","Latitude/longitude (high accuracy)","Horizontal and vertical coordinates",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"007030","Height of station ground above mean sea level","Height of station ground above mean sea level",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"007031","Height of barometer above mean sea level","Height of barometer above mean sea level",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)",,"007007","Height","Height release of sonde above mean sea level",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","004023","Time period or displacement","Time period (= number of days in the month)",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","004059","Times of observation used to compute the reported mean values","Times of observations used to compute the reported mean values",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","115000","Delayed replication of 15 descriptors","Delayed replication of 15 descriptors",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","031001","Delayed descriptor replication factor","Delayed descriptor replication factor",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","008001","Vertical sounding significance","Vertical sounding significance",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","008023","First-order statistics","First-order statistics (= 4; mean value)",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","007004","Pressure","Pressure",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","010009","Geopotential height","Geopotential height",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","012101","Temperature/air temperature","Temperature/air temperature",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","012103","Dew-point temperature","Dew-point temperature",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","008023","First-order statistics","First-order statistics (= 32; vector mean)",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","011001","Wind direction","Wind direction",,"Operational"
"309054","(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data)","Monthly mean data:","011002","Wind speed","Wind speed",,"Operational"
